Precinct,Total.x,Trump,Clinton,trump_pct,clinton_pct,Total.y,Jones,Moore,jones_pct,moore_pct,change_dem
KATE SHEPARD SCHOOL 2,419,315,77,0.7517899761336515,0.18377088305489261,696,264,413,0.3793103448275862,0.5933908045977011,0.19553946177269357
KELLERMAN ANTIOCH BAPT,165,146,8,0.8848484848484849,0.048484848484848485,97,13,84,0.13402061855670103,0.865979381443299,0.08553577007185253
KELLEY COMMUNITY CENTER,888,765,93,0.8614864864864865,0.10472972972972973,576,130,434,0.22569444444444445,0.7534722222222222,0.12096471471471472
KEMP PLEASANT SITE CHURCH,55,50,5,0.9090909090909091,0.09090909090909091,37,5,32,0.13513513513513514,0.8648648648648649,0.04422604422604423
KENNEDY COMMUNITY CENTER,577,495,73,0.8578856152512998,0.1265164644714038,306,45,255,0.14705882352941177,0.8333333333333334,0.02054235905800797
KILPATRICK  FIRE STATION,457,327,103,0.7155361050328227,0.22538293216630198,209,64,143,0.3062200956937799,0.6842105263157895,0.08083716352747791
KINSEY VFD,765,451,291,0.5895424836601307,0.3803921568627451,469,222,246,0.47334754797441364,0.5245202558635395,0.09295539111166856
KINSTON CITY HALL,419,389,18,0.9284009546539379,0.04295942720763723,233,25,204,0.1072961373390558,0.8755364806866953,0.06433671013141856
KIRK,214,207,6,0.9672897196261683,0.028037383177570093,121,8,113,0.06611570247933884,0.9338842975206612,0.03807831930176875
KITCHENS MILL 291  351,639,541,82,0.8466353677621283,0.12832550860719874,369,55,309,0.14905149051490515,0.8373983739837398,0.020725981907706414
KOWALIGA FIRE DEPT,740,622,93,0.8405405405405405,0.12567567567567567,518,122,388,0.23552123552123552,0.749034749034749,0.10984555984555985
LA GRANGE FIRE DEPT,441,357,68,0.8095238095238095,0.15419501133786848,227,50,176,0.22026431718061673,0.775330396475771,0.06606930584274825
LADONIA VFD,2165,1480,620,0.6836027713625866,0.2863741339491917,1096,498,591,0.4543795620437956,0.5392335766423357,0.1680054280946039
LAFAYETTE,1363,449,899,0.3294203961848863,0.6595744680851063,868,654,207,0.7534562211981567,0.23847926267281105,0.09388175311305036
LAKEVIEW,323,246,67,0.7616099071207431,0.20743034055727555,168,62,106,0.36904761904761907,0.6309523809523809,0.16161727849034352
LAKEVIEW BAPT CH,2326,2032,218,0.8736027515047291,0.0937231298366294,1307,270,1014,0.20657995409334354,0.7758224942616679,0.11285682425671413
LAKEWOOD COMMUNITY CTR,1118,181,893,0.16189624329159213,0.7987477638640429,840,744,89,0.8857142857142857,0.10595238095238095,0.08696652185024278
LAMB OF GOD LUTHERAN CH,3091,1851,966,0.5988353283726949,0.3125202199935296,2339,1194,1050,0.5104745617785378,0.44890979050876445,0.1979543417850082
LANDERSVILLE METHOD 121,352,273,71,0.7755681818181818,0.20170454545454544,172,60,112,0.3488372093023256,0.6511627906976745,0.14713266384778015
LANETT,2490,927,1508,0.372289156626506,0.6056224899598394,1450,1043,400,0.7193103448275862,0.27586206896551724,0.1136878548677468
LANGSTON CITY HALL,136,108,21,0.7941176470588235,0.15441176470588236,95,22,73,0.23157894736842105,0.7684210526315789,0.07716718266253869
LARKINSVILLE STOCK BARN,381,337,32,0.884514435695538,0.08398950131233596,182,32,150,0.17582417582417584,0.8241758241758241,0.09183467451183988
LATON HILL FIRE HOUSE,286,266,13,0.9300699300699301,0.045454545454545456,163,13,150,0.07975460122699386,0.9202453987730062,0.03430005577244841
LATTIWOOD COMMUNITY CTR,612,522,67,0.8529411764705882,0.10947712418300654,324,58,254,0.17901234567901234,0.7839506172839507,0.0695352214960058
LAUDERDALE COUNTY BD,1283,995,234,0.7755261106780982,0.18238503507404522,913,287,597,0.3143483023001095,0.6538882803943045,0.1319632672260643
LAVACA,205,84,115,0.4097560975609756,0.5609756097560976,151,96,55,0.6357615894039735,0.36423841059602646,0.07478597964787592
LAWLEY COMMUNITY CTR,437,376,55,0.8604118993135011,0.12585812356979406,272,48,219,0.17647058823529413,0.8051470588235294,0.05061246466550007
LAWRENCE HEALTH DEPT 191,813,620,164,0.7626076260762608,0.2017220172201722,433,144,284,0.3325635103926097,0.6558891454965358,0.13084149317243748
LEATHERWOOD RD CIVIL DEF,1256,955,251,0.7603503184713376,0.1998407643312102,774,272,487,0.35142118863049093,0.6291989664082688,0.15158042429928073
LEBANON BAPTIST CHURCH,441,381,48,0.8639455782312925,0.10884353741496598,286,47,235,0.16433566433566432,0.8216783216783217,0.05549212692069834
LEBANON CHAPEL,134,88,33,0.6567164179104478,0.2462686567164179,72,26,45,0.3611111111111111,0.625,0.1148424543946932
LEEBELK COMMUNITY CENTER,203,184,11,0.9064039408866995,0.054187192118226604,124,11,111,0.08870967741935484,0.8951612903225806,0.03452248530112824
LEEOAKRIDGE VOTING CTR,137,132,3,0.9635036496350365,0.021897810218978103,77,0,77,0,1,-0.021897810218978103
LEESBURG FEMA BLDG,943,779,133,0.8260869565217391,0.14103923647932132,539,147,383,0.2727272727272727,0.7105751391465677,0.1316880362479514
LEIGHTON CITY HALL,293,87,199,0.29692832764505117,0.6791808873720137,232,177,54,0.7629310344827587,0.23275862068965517,0.08375014711074502
LEIGHTON CIVIC CTR,621,377,220,0.607085346215781,0.35426731078904994,387,206,178,0.5322997416020672,0.4599483204134367,0.17803243081301723
LEROY FIRE HOUSE,605,425,170,0.7024793388429752,0.2809917355371901,377,133,241,0.35278514588859416,0.6392572944297082,0.07179341035140407
LESTER TOWN HALL,111,88,18,0.7927927927927928,0.16216216216216217,64,19,43,0.296875,0.671875,0.13471283783783783
LETCHER CHURCH OF GOD,188,166,17,0.8829787234042553,0.09042553191489362,129,20,109,0.15503875968992248,0.8449612403100775,0.06461322777502886
LEVEL PLAINS COMM CENTER,1507,1043,410,0.6921035169210352,0.272063702720637,925,370,537,0.4,0.5805405405405405,0.127936297279363
LEVEL ROAD,349,291,47,0.833810888252149,0.1346704871060172,157,41,114,0.2611464968152866,0.7261146496815286,0.12647600970926942
LEWIS CHAPEL CP CHURCH,351,55,285,0.15669515669515668,0.811965811965812,288,261,26,0.90625,0.09027777777777778,0.09428418803418803
LIBERTY,332,229,96,0.6897590361445783,0.2891566265060241,201,72,127,0.3582089552238806,0.6318407960199005,0.06905232871785649
LIBERTY HILL,918,773,116,0.8420479302832244,0.12636165577342048,485,86,391,0.177319587628866,0.8061855670103093,0.050957931855445504
LIBERTY HILL CHURCH,80,71,7,0.8875,0.0875,33,6,26,0.18181818181818182,0.7878787878787878,0.09431818181818183
LIBERTYVILLE CITY HALL,252,238,9,0.9444444444444444,0.03571428571428571,149,9,137,0.06040268456375839,0.9194630872483222,0.02468839884947268
LIBRARY,1148,989,125,0.8614982578397212,0.10888501742160278,1696,867,799,0.5112028301886793,0.47110849056603776,0.4023178127670765
LIBRARY,2778,1693,957,0.60943124550036,0.3444924406047516,1696,867,799,0.5112028301886793,0.47110849056603776,0.1667103895839277
LIFE CHURCH,2001,1257,661,0.6281859070464768,0.33033483258370816,1291,691,584,0.5352439969016266,0.45236250968241676,0.20490916431791845
LILLERS STORE,212,189,15,0.8915094339622641,0.07075471698113207,123,16,106,0.13008130081300814,0.8617886178861789,0.05932658383187607
LILLIAN COMMUNITY,3078,2438,538,0.7920727745289149,0.17478882391163092,2100,618,1439,0.29428571428571426,0.6852380952380952,0.11949689037408334
LILY BAPTIST CHURCH,197,107,88,0.5431472081218274,0.4467005076142132,139,72,67,0.5179856115107914,0.48201438848920863,0.07128510389657816
LIMESTONE FAULK,95,58,35,0.6105263157894737,0.3684210526315789,57,27,30,0.47368421052631576,0.5263157894736842,0.10526315789473684
LIMROCK FIRE HALL,158,122,30,0.7721518987341772,0.189873417721519,84,28,56,0.3333333333333333,0.6666666666666666,0.14345991561181431
LINCOLN OLD HIGH SCH GYM,2655,1782,794,0.6711864406779661,0.2990583804143126,1659,788,850,0.47498493068113323,0.5123568414707655,0.17592655026682064
LINDEN ARMORY,826,379,437,0.45883777239709445,0.5290556900726392,545,330,214,0.6055045871559633,0.3926605504587156,0.07644889708332414
LINDEN HWY 43,541,376,153,0.6950092421441775,0.2828096118299446,336,125,208,0.37202380952380953,0.6190476190476191,0.08921419769386496
LINDSAY LANE BAPTIST,2563,1944,493,0.758486149044089,0.1923527116660164,1698,584,1068,0.34393404004711425,0.6289752650176679,0.15158132838109786
LINDSEY HALL CHURCH 311,55,44,6,0.8,0.10909090909090909,38,8,30,0.21052631578947367,0.7894736842105263,0.10143540669856459
LISMAN,310,17,291,0.054838709677419356,0.9387096774193548,232,225,7,0.9698275862068966,0.03017241379310345,0.031117908787541726
LITTLE ESCAMBIA VOTING,366,338,21,0.9234972677595629,0.05737704918032787,176,20,156,0.11363636363636363,0.8863636363636364,0.05625931445603576
LITTLE INDIAN CREEK CH,3136,1940,1e3,0.6186224489795918,0.31887755102040816,2456,1138,1247,0.46335504885993484,0.5077361563517915,0.14447749783952668
LITTLE OAK COUNTY BLDG,217,191,19,0.880184331797235,0.08755760368663594,140,25,114,0.17857142857142858,0.8142857142857143,0.09101382488479264
LITTLE RIVER VFD,153,116,34,0.7581699346405228,0.2222222222222222,120,34,83,0.2833333333333333,0.6916666666666667,0.061111111111111116
LITTLE ROCK STORE,125,118,6,0.944,0.048,74,5,67,0.06756756756756757,0.9054054054054054,0.01956756756756757
LITTLE ZION CHURCH,134,57,73,0.4253731343283582,0.5447761194029851,90,60,30,0.6666666666666666,0.3333333333333333,0.12189054726368154
LITTLEVILLE CITY HALL,766,632,101,0.825065274151436,0.13185378590078328,436,118,314,0.2706422018348624,0.7201834862385321,0.1387884159340791
LIVING WORD CHURCH 1,1227,925,250,0.7538712306438468,0.20374898125509372,1013,412,575,0.4067127344521224,0.5676209279368213,0.2029637531970287
LIVING WORD CHURCH 2,1393,1022,299,0.7336683417085427,0.21464465183058148,735,295,423,0.4013605442176871,0.5755102040816327,0.1867158923871056
LIVING WORD CHURCH 3,1469,1110,289,0.7556160653505786,0.19673247106875424,686,266,406,0.3877551020408163,0.5918367346938775,0.19102263097206207
LOACHAPOKA COMM CTR,1444,481,867,0.3331024930747922,0.600415512465374,971,727,225,0.748712667353244,0.23171987641606592,0.1482971548878701
LOANGO FIRE DEPARTMENT,259,223,28,0.861003861003861,0.10810810810810811,132,24,108,0.18181818181818182,0.8181818181818182,0.07371007371007371
LOCK 5 VFD,272,105,166,0.3860294117647059,0.6102941176470589,211,139,72,0.6587677725118484,0.3412322274881517,0.048473654864789495
LOCKHART CITY HALL,388,310,65,0.7989690721649485,0.16752577319587628,262,71,189,0.27099236641221375,0.7213740458015268,0.10346659321633747
LOCUST FORK,1509,1372,96,0.9092113982770046,0.0636182902584493,855,122,722,0.14269005847953217,0.8444444444444444,0.07907176822108287
LOCUST GROVE BAPTIST,2131,1376,623,0.6457062412013139,0.29235100891600185,1434,699,682,0.4874476987447699,0.4755927475592748,0.19509668982876804
LOGAN FIRE DEPT,422,380,36,0.9004739336492891,0.08530805687203792,237,47,188,0.19831223628691982,0.7932489451476793,0.1130041794148819
LONG ISLAND COMMUNITY CTR,68,61,7,0.8970588235294118,0.10294117647058823,41,6,34,0.14634146341463414,0.8292682926829268,0.04340028694404591
LOOKOUT MTN COMM CTR,1382,1214,115,0.8784370477568741,0.08321273516642547,769,150,598,0.19505851755526657,0.7776332899869961,0.1118457823888411
LOOSIER CH OF CHRIST 161,294,219,66,0.7448979591836735,0.22448979591836735,137,49,86,0.35766423357664234,0.6277372262773723,0.133174437658275
LOTTIE VFD,175,156,11,0.8914285714285715,0.06285714285714286,112,18,93,0.16071428571428573,0.8303571428571429,0.09785714285714286
LOUISVILLE CITY HALL,555,233,318,0.4198198198198198,0.572972972972973,331,214,115,0.6465256797583081,0.3474320241691843,0.0735527067853351
LOVETOWN FIRE STATION,348,320,19,0.9195402298850575,0.05459770114942529,190,28,161,0.14736842105263157,0.8473684210526315,0.09277071990320628
LOWER PEACH TREE,233,2,231,0.008583690987124463,0.9914163090128756,181,179,2,0.988950276243094,0.011049723756906077,-0.002466032769781634
LOWER PEACHTREE DIST 5,120,0,119,0,0.9916666666666667,99,99,0,1,0,0.008333333333333304
LOWER PEACHTREE DIST 6,116,1,115,0.008620689655172414,0.9913793103448276,90,89,1,0.9888888888888889,0.011111111111111112,-0.002490421455938696
LOWERY VOTING HOUSE,176,162,8,0.9204545454545454,0.045454545454545456,105,10,95,0.09523809523809523,0.9047619047619048,0.04978354978354978
LOWNDESBORO CME CHURCH,440,354,81,0.8045454545454546,0.18409090909090908,315,89,224,0.28253968253968254,0.7111111111111111,0.09844877344877345
LOXLEY TOWN HALL,1065,871,141,0.8178403755868544,0.1323943661971831,584,129,443,0.2208904109589041,0.7585616438356164,0.08849604476172102
LUSK,198,193,3,0.9747474747474747,0.015151515151515152,108,4,103,0.037037037037037035,0.9537037037037037,0.021885521885521883
LYEFFION FIRE DEPT,259,201,56,0.7760617760617761,0.21621621621621623,169,45,121,0.26627218934911245,0.7159763313609467,0.050055973132896225
LYNN CITY HALL,700,632,46,0.9028571428571428,0.06571428571428571,370,55,314,0.14864864864864866,0.8486486486486486,0.08293436293436295
LYTLE,322,278,34,0.8633540372670807,0.10559006211180125,196,26,158,0.1326530612244898,0.8061224489795918,0.027062999112688557
MACEDONIA,193,34,154,0.17616580310880828,0.7979274611398963,144,114,29,0.7916666666666666,0.2013888888888889,-0.006260794473229692
MACEDONIA SCHOOL,660,558,75,0.8454545454545455,0.11363636363636363,328,95,232,0.2896341463414634,0.7073170731707317,0.17599778270509975
MADISON BAPTIST CHURCH,3019,1721,1014,0.5700563100364359,0.3358728055647565,2184,1201,867,0.549908424908425,0.39697802197802196,0.21403561934366844
MADISON CHURCH OF CHRIST,1734,981,589,0.5657439446366782,0.33967704728950404,1319,707,545,0.5360121304018196,0.4131918119787718,0.19633508311231557
MADISON CITY HALL,2639,1455,875,0.5513452065176203,0.33156498673740054,1977,1137,732,0.575113808801214,0.37025796661608495,0.24354882206381345
MADISON CO NATURE TRAIL,470,316,115,0.6723404255319149,0.24468085106382978,421,160,244,0.38004750593824227,0.5795724465558195,0.1353666548744125
MADISON MISSION 7 DAY ADV,2475,1232,993,0.49777777777777776,0.4012121212121212,1767,1099,615,0.6219581211092247,0.34804753820033957,0.22074599989710347
MADRID SR CENTER,633,532,91,0.8404423380726699,0.14375987361769352,330,68,261,0.20606060606060606,0.7909090909090909,0.06230073244291254
MAG SPGS WESLEYAN CH,2937,2204,612,0.7504256043581886,0.2083758937691522,1925,652,1210,0.3387012987012987,0.6285714285714286,0.13032540493214653
MALCOM CENTER,254,90,160,0.3543307086614173,0.6299212598425197,175,129,45,0.7371428571428571,0.2571428571428571,0.10722159730033742
MALVERN COMMUNITY,937,846,69,0.9028815368196371,0.0736392742796158,501,65,430,0.12974051896207583,0.8582834331337326,0.05610124468246004
MANCHESTER COMM BLDG,345,303,33,0.8782608695652174,0.09565217391304348,178,27,151,0.15168539325842698,0.848314606741573,0.056033219345383495
MANNINGHAM  VOTING HOUSE,228,115,110,0.5043859649122807,0.4824561403508772,153,87,65,0.5686274509803921,0.42483660130718953,0.08617131062951494
MANOY VOTING HOUSE,835,724,86,0.8670658682634731,0.1029940119760479,597,109,472,0.18257956448911222,0.7906197654941374,0.07958555251306432
MARBLE VALLEY FIRE BOX 18,135,118,12,0.8740740740740741,0.08888888888888889,79,24,53,0.3037974683544304,0.6708860759493671,0.21490857946554148
MARGARET MURRAY WASH HALL,510,5,498,0.00980392156862745,0.9764705882352941,191,191,0,1,0,0.02352941176470591
MARGERUM COMMUNITY CH,280,220,52,0.7857142857142857,0.18571428571428572,159,57,102,0.3584905660377358,0.6415094339622641,0.1727762803234501
MARION JCT BLACKBELT EXP,368,114,252,0.30978260869565216,0.6847826086956522,272,196,73,0.7205882352941176,0.26838235294117646,0.03580562659846542
MARLEY MILL FORESTRY,956,750,184,0.7845188284518828,0.19246861924686193,605,171,430,0.28264462809917357,0.7107438016528925,0.09017600885231164
MARLOW VFD,1778,1400,298,0.7874015748031497,0.16760404949381327,1158,366,755,0.3160621761658031,0.6519861830742659,0.14845812667198985
MARS HILL SCHOOL,2456,1807,532,0.7357491856677525,0.21661237785016288,1603,657,921,0.4098565190268247,0.5745477230193388,0.1932441411766618
MARVIN ODOMS PLACE,132,112,13,0.8484848484848485,0.09848484848484848,95,14,78,0.14736842105263157,0.8210526315789474,0.048883572567783085
MARY KELLY JOHNSTON GYM,1053,664,324,0.630579297245964,0.3076923076923077,706,338,345,0.47875354107648727,0.4886685552407932,0.17106123338417956
MARYS CROSS ROADS V HOUS,239,106,132,0.4435146443514644,0.5523012552301255,195,113,80,0.5794871794871795,0.41025641025641024,0.027185924257054017
MASSEY FIRE STATION 1,495,431,51,0.8707070707070707,0.10303030303030303,287,51,233,0.17770034843205576,0.8118466898954704,0.07467004540175273
MAYFIELD FIRE,99,88,8,0.8888888888888888,0.08080808080808081,66,11,55,0.16666666666666666,0.8333333333333334,0.08585858585858584
MAYLENE PENTECOSTAL LIGHT,769,569,176,0.7399219765929779,0.22886866059817945,459,186,265,0.40522875816993464,0.5773420479302832,0.1763600975717552
MAYS MEMORIAL BAPTIST,1209,1016,143,0.8403639371381307,0.11827956989247312,719,160,547,0.22253129346314326,0.760778859527121,0.10425172357067014
MAYSVILLE CHURCH  CHRIST,2937,2202,571,0.7497446373850868,0.1944160708205652,1958,710,1186,0.3626149131767109,0.6057201225740552,0.1681988423561457
MCABEE CENTER,1946,831,1015,0.42702980472764646,0.5215827338129496,1395,968,401,0.6939068100358423,0.28745519713261647,0.1723240762228927
MCCARLEY CTR 61,319,188,118,0.5893416927899686,0.36990595611285265,175,93,81,0.5314285714285715,0.46285714285714286,0.16152261531571882
MCCOLLUM MIDWAY FIRERESC,341,289,44,0.8475073313782991,0.12903225806451613,197,36,158,0.18274111675126903,0.8020304568527918,0.0537088586867529
MCCOLLUM NATL GUARD,225,195,22,0.8666666666666667,0.09777777777777778,128,25,100,0.1953125,0.78125,0.09753472222222222
MCCOO SCHOOL,1089,284,772,0.26078971533516987,0.7089072543617998,731,567,160,0.7756497948016415,0.2188782489740082,0.06674254043984174
MCDONALD HUGHES CC,1988,41,1926,0.02062374245472837,0.9688128772635815,1632,1605,24,0.9834558823529411,0.014705882352941176,0.014643005089359673
MCKESTES COMM CTR,461,382,62,0.8286334056399133,0.13449023861171366,280,75,200,0.26785714285714285,0.7142857142857143,0.13336690424542919
MCSHAN,132,96,34,0.7272727272727273,0.25757575757575757,81,27,51,0.3333333333333333,0.6296296296296297,0.07575757575757575
MEADOW BROOK BAPTIST CH,1502,1170,257,0.7789613848202397,0.1711051930758988,1086,414,643,0.3812154696132597,0.5920810313075506,0.2101102765373609
MEADOWBROOK BAPTIST,3021,1988,812,0.6580602449520027,0.2687851704733532,2044,977,997,0.4779843444227006,0.4877690802348337,0.2091991739493474
MEADOWLAKE ELEMENTARY 1,1322,1014,254,0.7670196671709532,0.19213313161875945,583,200,376,0.34305317324185247,0.6449399656946827,0.15092004162309303
MEADOWLAKE ELEMENTARY 2,1100,853,212,0.7754545454545455,0.19272727272727272,514,164,340,0.31906614785992216,0.6614785992217899,0.12633887513264944
MEADOWLAKE ELEMENTARY 3,572,440,115,0.7692307692307693,0.20104895104895104,646,247,389,0.38235294117647056,0.6021671826625387,0.18130399012751952
MEADOWSMITH LIBRARYFRISC,1213,745,429,0.6141797197032152,0.3536685902720528,713,362,339,0.5077138849929874,0.47545582047685836,0.15404529472093464
MEEKSVILLE VOL FIRE,400,186,207,0.465,0.5175,280,166,111,0.5928571428571429,0.3964285714285714,0.0753571428571429
MEGARGEL ASSEMBLY OF GOD,96,92,2,0.9583333333333334,0.020833333333333332,54,4,49,0.07407407407407407,0.9074074074074074,0.05324074074074074
MELLOW VALLEY HIGH,354,324,20,0.9152542372881356,0.05649717514124294,175,19,152,0.10857142857142857,0.8685714285714285,0.05207425343018563
MELVIN,133,55,77,0.41353383458646614,0.5789473684210527,87,61,26,0.7011494252873564,0.2988505747126437,0.1222020568663037
MEMORIAL PARK NATATORIUM,1008,803,165,0.7966269841269841,0.1636904761904762,608,192,405,0.3157894736842105,0.6661184210526315,0.15209899749373432
MEMORIAL STADIUM,643,409,209,0.6360808709175739,0.3250388802488336,462,194,259,0.4199134199134199,0.5606060606060606,0.09487453966458631
MENTAL HEALTH CTR,570,197,332,0.3456140350877193,0.5824561403508772,356,287,63,0.8061797752808989,0.17696629213483145,0.22372363493002168
MENTONE TOWN HALL,891,679,170,0.7620650953984287,0.19079685746352412,573,206,349,0.35951134380453753,0.6090750436300174,0.1687144863410134
MERIDANVILLE CH OF CHRIST,2599,1815,635,0.6983455175067333,0.2443247402847249,1728,754,905,0.4363425925925926,0.5237268518518519,0.19201785230786772
MEXIA FIRE STATION,696,530,150,0.7614942528735632,0.21551724137931033,429,120,306,0.27972027972027974,0.7132867132867133,0.06420303834096941
MICAVILLE VFD,305,290,10,0.9508196721311475,0.03278688524590164,138,12,125,0.08695652173913043,0.9057971014492754,0.05416963649322879
MIDLAND CITY VOTING HALL,867,559,282,0.6447520184544406,0.32525951557093424,500,224,273,0.448,0.546,0.12274048442906577
MIDWAY,484,27,449,0.05578512396694215,0.9276859504132231,375,355,20,0.9466666666666667,0.05333333333333334,0.018980716253443553
MIDWAY,484,27,449,0.05578512396694215,0.9276859504132231,163,77,86,0.4723926380368098,0.5276073619631901,-0.4552933123764133
MIDWAY,381,251,123,0.6587926509186351,0.3228346456692913,375,355,20,0.9466666666666667,0.05333333333333334,0.6238320209973753
MIDWAY,381,251,123,0.6587926509186351,0.3228346456692913,163,77,86,0.4723926380368098,0.5276073619631901,0.1495579923675185
MIDWAY  VOTING HOUSE,230,149,71,0.6478260869565218,0.30869565217391304,156,63,91,0.40384615384615385,0.5833333333333334,0.09515050167224082
MIDWAY COMMUNITY CENTER,1092,909,142,0.8324175824175825,0.13003663003663005,653,178,462,0.2725880551301684,0.7075038284839203,0.14255142509353838
MIFLIN COMMUNITY CTR,2132,1708,345,0.801125703564728,0.16181988742964354,1430,412,973,0.2881118881118881,0.6804195804195804,0.12629200068224455
MILLER FERRY RIVERVIEW CHURCH,153,130,20,0.8496732026143791,0.13071895424836602,135,36,98,0.26666666666666666,0.725925925925926,0.13594771241830064
MILLPORT LIBRARY,528,341,175,0.6458333333333334,0.3314393939393939,292,137,148,0.4691780821917808,0.5068493150684932,0.1377386882523869
MILLRY FIRE HOUSE,733,477,248,0.6507503410641201,0.3383356070941337,415,134,271,0.3228915662650602,0.653012048192771,-0.015444040829073469
MILLTOWN,182,124,54,0.6813186813186813,0.2967032967032967,100,41,59,0.41,0.59,0.11329670329670327
MINEOLA METHODIST CHURCH,110,97,9,0.8818181818181818,0.08181818181818182,67,10,57,0.14925373134328357,0.8507462686567164,0.06743554952510175
MOBILE MUSEUM OF ART 1,881,584,246,0.662883087400681,0.2792281498297389,776,404,348,0.520618556701031,0.4484536082474227,0.24139040687129204
MOBILE MUSEUM OF ART 2,880,572,255,0.65,0.2897727272727273,452,233,204,0.5154867256637168,0.45132743362831856,0.2257139983909895
MOCKINGBIRD INN,294,197,91,0.6700680272108843,0.30952380952380953,193,78,114,0.40414507772020725,0.5906735751295337,0.09462126819639771
MOLLOY BETTS,223,207,12,0.9282511210762332,0.053811659192825115,134,8,126,0.05970149253731343,0.9402985074626866,0.005889833344488317
MONCRIEF,242,205,30,0.8471074380165289,0.12396694214876033,121,32,87,0.2644628099173554,0.71900826446281,0.14049586776859505
MONROEVILLE ARMORY,1321,736,545,0.5571536714610144,0.4125662376987131,915,481,420,0.5256830601092897,0.45901639344262296,0.11311682241057658
MONROEVILLE FIRE STATION,458,285,160,0.6222707423580786,0.34934497816593885,308,129,178,0.41883116883116883,0.577922077922078,0.06948619066522999
MONROEVILLE HOUS AUTH,667,240,418,0.3598200899550225,0.6266866566716641,451,318,130,0.70509977827051,0.28824833702882485,0.07841312159884584
MONROVIA CH OF CHRIST,4059,2196,1502,0.541019955654102,0.3700418822370042,2995,1718,1185,0.5736227045075125,0.39565943238731216,0.20358082227050833
MONROVIA COMM CENTER,3586,1914,1452,0.5337423312883436,0.4049079754601227,2747,1591,1089,0.5791772843101566,0.39643247178740443,0.1742693088500339
MONTE SANO FIRE STATION 2,774,361,351,0.4664082687338501,0.45348837209302323,695,461,211,0.6633093525179856,0.3035971223021583,0.2098209804249624
MONTEREY  OLD SCHOOL HOU,55,22,31,0.4,0.5636363636363636,35,21,13,0.6,0.37142857142857144,0.036363636363636376
MONTEVALLO PARKS  REC,1704,715,858,0.41960093896713613,0.5035211267605634,1099,747,342,0.6797088262056415,0.3111919927206551,0.17618769944507817
MOODY CITY HALL,4754,3722,807,0.7829196466133782,0.16975178796802692,2751,947,1740,0.34423845874227554,0.6324972737186477,0.17448667077424862
MOODY TOWN UNION HILL CH,98,77,15,0.7857142857142857,0.15306122448979592,50,12,36,0.24,0.72,0.08693877551020407
MOORES STORE,288,258,20,0.8958333333333334,0.06944444444444445,124,22,102,0.1774193548387097,0.8225806451612904,0.10797491039426524
MORELAND FIRE DEPT,170,161,5,0.9470588235294117,0.029411764705882353,104,9,95,0.08653846153846154,0.9134615384615384,0.057126696832579184
MORGAN COUNTY COURTHOUSE,451,293,137,0.6496674057649667,0.30376940133037694,326,148,169,0.4539877300613497,0.5184049079754601,0.15021832873097274
MORNING STAR CHURCH 2,258,26,229,0.10077519379844961,0.8875968992248062,199,181,18,0.9095477386934674,0.09045226130653267,0.021950839468661165
MORRISON XR FD,309,205,90,0.6634304207119741,0.2912621359223301,153,60,91,0.39215686274509803,0.5947712418300654,0.10089472682276796
MOSSES TOWN HALL,890,15,863,0.016853932584269662,0.9696629213483146,596,586,8,0.9832214765100671,0.013422818791946308,0.013558555161752528
MOULTON CITY HALL 241,242,201,29,0.8305785123966942,0.11983471074380166,144,32,112,0.2222222222222222,0.7777777777777778,0.10238751147842055
MOUNDVILLE CITY HALL,1564,986,547,0.6304347826086957,0.34974424552429667,961,479,474,0.4984391259105099,0.49323621227887615,0.1486948803862132
MOUNTAINBORO VFD,999,884,88,0.8848848848848849,0.08808808808808809,541,93,441,0.17190388170055454,0.8151571164510166,0.08381579361246645
MOWA CHOCTAW COMM CTR,605,328,228,0.5421487603305785,0.3768595041322314,319,152,166,0.47648902821316613,0.5203761755485894,0.09962952408093473
MT ANDREW COMMUNITY CTR,157,25,127,0.1592356687898089,0.8089171974522293,114,101,13,0.8859649122807017,0.11403508771929824,0.07704771482847239
MT CALVARY BAPTIST CHURCH,115,78,36,0.6782608695652174,0.3130434782608696,78,45,32,0.5769230769230769,0.41025641025641024,0.2638795986622073
MT HEBRON FIRE DEPT,438,363,49,0.8287671232876712,0.11187214611872145,226,42,178,0.18584070796460178,0.7876106194690266,0.07396856184588033
MT HEBRON PRESCHOOL,259,12,247,0.04633204633204633,0.9536679536679536,216,212,4,0.9814814814814815,0.018518518518518517,0.02781352781352786
MT HERMAN,224,127,93,0.5669642857142857,0.41517857142857145,146,83,62,0.5684931506849316,0.4246575342465753,0.1533145792563601
MT HIGH,1906,1747,104,0.916579223504722,0.05456453305351522,1053,135,904,0.1282051282051282,0.8584995251661919,0.07364059515161298
MT HOPE BAPT FELLOWSHIP,468,418,44,0.8931623931623932,0.09401709401709402,246,38,208,0.15447154471544716,0.8455284552845529,0.060454450698353146
MT HOREB BAPTIST CH,265,57,206,0.21509433962264152,0.7773584905660378,208,171,37,0.8221153846153846,0.1778846153846154,0.044756894049346796
MT LOVELY BAPTIST CHURCH,795,76,704,0.09559748427672957,0.8855345911949686,531,494,34,0.9303201506591338,0.064030131826742,0.04478555946416518
MT MORIAH METHODIST,549,439,88,0.7996357012750456,0.16029143897996356,281,60,221,0.21352313167259787,0.7864768683274022,0.05323169269263431
